"codgeo";"libgeo";"no_indic";"ODD1";"Cible1";"ODD2";"Cible2";"type_var";"variable";"sous_champ";"A2025";"A2024";"A2023";"A2022";"A2021";"A2020";"A2019";"A2018";"A2017";"A2016";"A2015";"A2014";"A2013";"A2012";"A2011";"A2010";"A2009";"A2008";"A2007";"A2006";"A2005";"A2004";"A2003";"A2002";"A2001";"A2000";"A1999";"A1998";"A1997";"A1996";"A1995";"A1994";"A1993";"A1992";"A1991";"A1990";"A1989";"A1988";"A1987";"A1986";"A1985";"A1984";"A1983";"A1982"
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"pote";;;;;;14023;13653;13337;11876;11816;12605;13401;12606;11929;10804;10945;12550;10405;10313;8332;7866;7948;7879;8000;7917;7603;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"prairartif";;;;;;169891;148004;164438;161663;138226;171380;167420;175260;180650;183980;178216;170247;168001;165410;161798;157241;155001;151618;148375;147345;143700;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"prot";;;;;;45645;36860;30670;40880;36975;31380;27047;22980;25950;38650;49331;20587;17612;27030;43177;53162;59898;62275;58921;66446;61760;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"saue";;;;;;2320840;2310057;2300477;2298723;2303364;2310474;2311535;2316261;2319775;2316501;2311384;2328587;2330221;2333745;2340133;2345504;2347702;2351375;2357369;2361883;2366665;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"saut";;;;;;2404593;2393313;2391645;2379961;2387011;2393089;2428069;2397951;2422468;2419722;2395638;2403778;2405008;2417420;2444982;2473713;2469776;2451887;2474246;2475083;2477356;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"semen";;;;;;19962;19946;22476;13900;19941;17128;15510;13414;15671;14746;15941;15170;14226;13599;12883;12088;11663;10910;10337;9996;10568;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"solartif";;;;;;358855;361328;356309;356567;352923;349540;341523;343266;334610;331236;326883;320172;313961;307761;302473;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"sthe";;;;;;307866;295676;265211;255660;250980;235870;238110;237700;237210;231474;230349;235728;240826;241200;241764;242002;243735;247958;246325;248383;250172;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"sthh";;;;;;72220;72220;72220;72220;72220;72220;108900;71800;92189;92900;73378;65102;64112;73892;94445;119351;114957;111659;107712;104704;102025;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"stot";;;;;;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;3953586;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"sucdom";;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"tdom";;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"vigne";;;;;;21934;21730;21591;21282;21284;22106;21978;21798;22347;22765;22286;24013;24492;23530;23490;23277;23407;23380;23405;23425;23780;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"aperm";;;;;;2174;2174;2174;2174;2174;2154;2154;2154;2154;2104;1819;1169;1107;1047;991;947;894;840;796;763;732;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"arables";;;;;;1268187;1280928;1273084;1317287;1312507;1311055;1310142;1307132;1305431;1304882;1309163;1308705;1310618;1310319;1317365;1316577;1314819;1313432;1312687;1314540;1314237;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"arom";;;;;;84;183;0;0;0;76;76;76;76;76;72;70;64;66;62;181;177;157;143;142;142;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"autre";;;;;;83894;83894;83894;83894;83894;84050;84160;84460;84690;84922;85858;84591;84180;87454;85401;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"betind";;;;;;2570;2566;2670;2670;1635;1500;1510;1465;1400;1402;1302;1400;1300;8723;8632;8256;8419;8567;8518;8400;8141;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"bois";;;;;;1786599;1786601;1800611;1785591;1785347;1777120;1777234;1776599;1776005;1776383;1738407;1739698;1739855;1739137;1737138;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"cerea";;;;;;727390;766130;722904;747222;746352;733275;739570;753645;731335;728715;731747;744592;760137;726700;729888;738485;754252;711448;748385;722822;728367;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"choux";;;;;;980;880;710;650;495;190;190;160;170;140;128;153;113;105;109;114;150;157;165;198;414;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fibr";;;;;;2371;2090;2660;2660;1610;1760;1660;1837;1884;712;708;863;584;1534;2217;2167;1602;1363;810;1004;1518;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fleur";;;;;;218;217;225;225;226;226;226;226;226;226;233;222;215;207;201;194;189;181;179;175;178;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fouran";;;;;;73900;73600;62440;62820;61175;69457;57977;53655;57610;51163;48283;55404;47762;43420;44949;49366;51994;70380;51783;55710;51064;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fruit";;;;;;1504;1550;1366;1367;1475;1626;1563;1654;1750;1669;1585;1589;1603;1571;1575;1859;1879;1880;1877;1889;1890;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"inddiv";;;;;;461;436;410;410;395;247;245;245;226;207;325;328;353;354;350;348;370;396;283;211;145;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"jach";;;;;;31405;30865;30720;30720;30720;30720;30720;31621;32980;36375;45007;49308;57274;84921;90277;87078;74512;89529;82195;87698;78620;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"jfame";;;;;;885;885;885;885;885;873;873;873;873;873;397;433;478;522;595;659;754;2188;1005;1142;1303;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"jfamh";;;;;;17870;17870;17870;17870;17870;17480;17480;17590;17690;17790;17850;17983;18085;18176;18463;18619;18666;18760;18846;18917;19000;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"lande";;;;;;52150;52152;52150;52150;52150;52456;53062;54096;54893;55538;64830;65011;66324;64388;68826;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"lfrais";;;;;;1967;1696;1420;1110;2143;2138;2211;2361;3277;3438;3193;3223;3261;2941;3232;3432;3798;3950;4046;4028;4101;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"lsec";;;;;;99;4542;3270;1710;1711;1540;1531;1151;976;827;729;490;202;887;591;644;275;246;140;71;69;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"olea";;;;;;192655;183635;249850;240340;242134;252710;256025;244535;257475;258630;255242;248577;234670;236700;235393;225156;214858;222050;216992;238899;243774;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"pepin";;;;;;1040;1040;895;895;895;884;884;884;884;747;781;802;813;834;852;1025;1101;1126;1155;1151;1204;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"perm";;;;;;40688;40278;39603;39652;39472;39464;39507;39516;39160;38492;38111;37400;37087;37113;37098;37946;37881;37534;37394;36990;36598;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"pote";;;;;;900;850;785;850;782;696;765;800;743;761;806;1025;1028;870;998;827;964;985;1008;737;764;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"prairartif";;;;;;180220;180950;170080;197830;194380;195820;197780;199540;202310;203850;202791;193876;195906;192064;186858;183394;184983;184075;181141;180955;182140;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"prot";;;;;;40385;27665;19930;23060;23735;16923;15880;12790;12500;16420;17486;8003;6745;9651;12369;15607;16873;17230;15415;11775;12964;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"saue";;;;;;2393375;2407106;2424553;2421969;2419284;2427369;2426500;2424748;2423091;2421890;2424651;2427642;2427688;2428445;2432218;2432521;2433575;2434306;2435712;2439721;2442620;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"saut";;;;;;2556819;2557011;2543252;2560479;2560722;2569549;2569529;2569843;2570560;2570313;2599255;2602087;2602255;2604055;2613242;2618859;2622200;2625471;2628525;2631652;2635672;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"semen";;;;;;3661;3738;4125;4125;4129;2904;2903;2152;1370;1067;714;738;526;654;644;669;649;530;479;573;533;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"solartif";;;;;;326601;326405;326156;323949;323949;322888;322078;321065;319915;318907;317713;314676;313449;309029;302456;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"sthe";;;;;;1084500;1085900;1087400;1065030;1067305;1076850;1076900;1078100;1078500;1078516;1077377;1081537;1079983;1081013;1077755;1077998;1080875;1083340;1085631;1088191;1091785;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"sthh";;;;;;122420;124510;123550;118850;120910;119670;120470;121830;122897;124179;154194;154145;154324;156530;161342;165745;166573;169299;172374;172211;172849;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"stot";;;;;;4806063;4806063;4806063;4806063;4806062;4806063;4806063;4806063;4806063;4806063;4806063;4806063;4806063;4804063;4807063;4806063;4806063;4806063;4806063;4806063;4806063;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"sucdom";;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"tdom";;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"vigne";;;;;;35970;35514;35168;35216;34928;34800;34906;34824;34372;33972;33926;33840;33564;33661;33680;34115;34007;33688;33566;33187;32772;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"aperm";;;;;;750;750;750;750;750;750;750;750;630;850;758;116;89;67;51;39;30;26;20;16;14;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"arables";;;;;;1252275;1252868;1284910;1320145;1316120;1328045;1313075;1297123;1292373;1282521;1288238;1246482;1242523;1240924;1238251;1237554;1232556;1229282;1229055;1222654;1216413;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"arom";;;;;;290;290;180;180;180;180;180;210;218;238;207;239;186;291;285;279;220;223;220;215;211;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"autre";;;;;;34656;34656;34656;34656;34638;34602;34243;33826;33469;38247;37479;23238;20676;22578;29456;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"betind";;;;;;27200;37995;42730;42125;30140;29350;31620;31050;30519;30310;28281;28682;25627;24041;25795;26681;27284;27638;32887;31787;31100;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"bois";;;;;;516000;516320;516550;516850;517134;516009;512505;512721;512004;508247;503100;503800;506400;500250;490806;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"cerea";;;;;;615420;640690;623185;629655;650875;654305;642108;624817;623173;611276;606151;620439;628623;587064;585929;588431;579822;561769;573600;540137;566670;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"choux";;;;;;4680;4313;4025;4045;3990;3450;2874;2886;3300;3300;3297;3299;3458;3710;4097;4239;4551;4488;4530;5028;5560;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fibr";;;;;;85311;73578;65200;61295;55270;46600;42577;38700;43598;39086;34350;34975;44006;49406;47680;47545;48550;46345;40429;41614;33250;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fleur";;;;;;330;330;330;330;330;330;376;371;371;365;206;199;258;240;233;245;237;217;203;197;234;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fouran";;;;;;245510;233815;231950;233380;230900;244530;236020;236450;238086;237351;237131;249036;244509;226430;225213;224042;231276;237845;241314;251391;230661;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fruit";;;;;;8925;8675;8675;8675;8675;8675;8304;8297;8320;8340;8520;8062;7751;7634;7423;7410;7159;6710;6549;6448;6165;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"inddiv";;;;;;87;74;0;0;0;0;22;74;36;32;57;81;84;22;25;47;52;56;65;91;108;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"jach";;;;;;6750;7638;9963;8538;10013;8603;10108;11000;11702;13258;17252;19228;23039;52857;58134;67421;56785;67893;69289;69742;63611;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"jfame";;;;;;520;520;520;520;520;520;523;523;463;463;462;474;488;513;528;545;578;617;695;728;737;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"jfamh";;;;;;6700;6700;6700;6700;6700;6700;6700;6800;6900;7060;7950;7950;8110;8310;8410;8520;8590;8590;8420;8330;8330;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"lande";;;;;;39390;39420;39540;39340;38889;38869;35078;38991;39476;38808;39030;40061;38958;38700;36378;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"lfrais";;;;;;7715;7715;7915;8215;8215;8115;9772;8000;8045;8383;8263;8522;8542;8648;8925;8856;9168;9444;9214;8860;8979;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"lsec";;;;;;2820;70;77;77;77;77;77;77;85;85;85;4;4;4;4;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"olea";;;;;;123250;123665;137110;133340;135700;127720;139344;146660;141449;133656;125798;117817;107743;127260;112979;96714;88248;81570;69505;71122;77575;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"pepin";;;;;;800;800;800;800;800;800;810;810;810;820;805;797;789;784;857;850;845;853;853;860;899;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"perm";;;;;;10475;10225;10225;10225;10225;10225;9864;9857;9760;10010;10083;8975;8629;8485;8331;8299;8034;7589;7422;7324;7078;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"pote";;;;;;20560;19200;18430;17805;15755;15715;15266;14490;13895;14449;14556;14427;13221;13153;12399;11861;11608;11431;11642;11048;11097;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"prairartif";;;;;;91780;86190;121965;151890;144350;161085;159912;156357;155656;158375;162909;122263;122567;116423;115963;111716;118729;119598;121363;120091;118416;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"prot";;;;;;21390;15550;20210;28395;29450;27110;21941;25103;21362;31428;48783;26159;19364;29973;39082;47839;54396;59147;53152;69422;66823;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"saue";;;;;;1963950;1965000;1966620;1965870;1965745;1965680;1969738;1973680;1979733;1977231;1979939;1994279;1999327;2009411;2017288;2024351;2028785;2033162;2042443;2049651;2058735;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"saut";;;;;;2076600;2078200;2080000;2081760;2083950;2087305;2097998;2099730;2109990;2112183;2114587;2131347;2137892;2148718;2158601;2166620;2171499;2175813;2184573;2191555;2198839;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"semen";;;;;;1410;1235;1120;355;355;355;355;355;415;466;450;638;804;889;980;1088;1047;996;942;1176;1376;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"solartif";;;;;;340700;338750;336600;334740;332735;330561;327522;322078;312407;309861;313150;308900;303420;297100;292105;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"sthe";;;;;;701200;701907;670000;635500;639400;627410;648720;666700;677600;684700;681618;738822;748175;760002;770706;778498;788195;796291;805966;819673;835244;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"sthh";;;;;;103660;104845;106015;106830;108905;112125;116761;116900;121181;125055;121245;123308;124500;125883;127042;127901;128298;128210;128406;127654;127057;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"stot";;;;;;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;3007346;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"sucdom";;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"tdom";;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"vigne";;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"aperm";;;;;;875;790;730;660;645;1028;301;301;301;302;542;333;255;195;151;117;91;71;55;43;34;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"arables";;;;;;1830976;1832399;1836995;1840297;1838078;1834481;1839058;1835533;1833397;1832130;1835018;1831488;1836874;1838710;1840453;1838756;1838197;1839307;1840352;1840055;1839495;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"arom";;;;;;539;508;401;372;395;172;155;155;160;150;186;168;120;117;138;78;76;94;91;104;102;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"autre";;;;;;48557;48557;48557;48521;48957;49146;47791;47791;48128;47897;48154;47835;47344;46445;45099;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"betind";;;;;;209430;214300;233835;235000;195565;181528;197166;193392;184606;192828;191735;184496;175317;196401;192050;199115;199987;208172;227751;223274;209740;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"bois";;;;;;523921;523901;523889;523829;523951;524782;524548;524748;524167;525178;519215;518985;518631;517160;518989;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"cerea";;;;;;1033830;1061830;1030421;1039470;1074634;1089200;1071863;1066640;1076964;1072065;1054810;1090140;1122810;1033707;1028580;1015702;1041139;1031161;1032413;1008453;1037140;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"choux";;;;;;3047;2646;2465;2570;2298;5653;5568;5427;5636;2765;2523;2285;1626;1660;1781;1923;2195;2487;2658;2918;3179;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fibr";;;;;;49997;43222;36275;33050;29515;23151;21312;19717;21192;19250;18626;19668;21360;23499;25329;27073;27832;26106;23074;22677;17845;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fleur";;;;;;454;454;477;477;477;480;471;476;476;461;418;420;422;426;428;432;429;475;482;486;526;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fouran";;;;;;111287;104279;109725;110175;112940;126944;119348;118116;116493;115713;117705;119467;118933;120805;118716;119656;122776;122557;123686;127205;115718;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"fruit";;;;;;3055;2895;2764;2654;2593;2381;2575;2691;2592;2592;2705;2707;2673;2638;2690;2603;2750;2736;2721;2704;2754;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"inddiv";;;;;;2447;2346;2512;2060;1906;1792;2540;3040;3289;2906;2953;3623;3238;3193;4103;5292;5167;4699;4942;4902;4940;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"jach";;;;;;19964;19100;20630;20625;21710;29300;31543;33212;34551;35164;46525;54746;58890;86831;100633;105486;87001;110339;108838;116173;102358;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"jfame";;;;;;357;358;357;355;355;355;355;358;358;359;361;381;403;428;455;489;538;581;648;728;800;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"jfamh";;;;;;15300;15320;15450;15450;15688;14108;14108;14308;14308;14308;16008;15970;15970;15970;15970;15970;16030;16060;16060;16160;16150;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"lande";;;;;;48745;48743;48743;48743;48743;49043;49760;50605;49473;49992;48071;46088;43709;44246;45019;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i010b";"2";"2.5";"2";"2.4";"i";"agri_usa_raa10";"lfrais";;;;;;56200;55700;52700;52000;49978;41900;49313;48084;49198;48234;38705;41757;44022;42183;44740;46706;49648;52952;51525;51598;52971;;;;;;;;;;;;;;;;;;
