"codgeo";"libgeo";"no_indic";"ODD1";"Cible1";"ODD2";"Cible2";"type_var";"variable";"sous_champ";"A2025";"A2024";"A2023";"A2022";"A2021";"A2020";"A2019";"A2018";"A2017";"A2016";"A2015";"A2014";"A2013";"A2012";"A2011";"A2010";"A2009";"A2008";"A2007";"A2006";"A2005";"A2004";"A2003";"A2002";"A2001";"A2000";"A1999";"A1998";"A1997";"A1996";"A1995";"A1994";"A1993";"A1992";"A1991";"A1990";"A1989";"A1988";"A1987";"A1986";"A1985";"A1984";"A1983";"A1982"
"01";"Guadeloupe";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01";"Guadeloupe";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01";"Guadeloupe";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01";"Guadeloupe";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01";"Guadeloupe";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01";"Guadeloupe";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01";"Guadeloupe";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02";"Martinique";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;26.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02";"Martinique";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;46.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02";"Martinique";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;34.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02";"Martinique";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;27.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02";"Martinique";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;25.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02";"Martinique";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;22.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02";"Martinique";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;29.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03";"Guyane";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03";"Guyane";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03";"Guyane";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03";"Guyane";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03";"Guyane";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03";"Guyane";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03";"Guyane";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04";"La Réunion";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;36.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04";"La Réunion";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;51.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04";"La Réunion";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;40.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04";"La Réunion";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;36.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04";"La Réunion";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04";"La Réunion";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;29.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04";"La Réunion";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"06";"Mayotte";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"06";"Mayotte";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"06";"Mayotte";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"06";"Mayotte";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"06";"Mayotte";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"06";"Mayotte";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"06";"Mayotte";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11";"Île-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;16.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11";"Île-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;20.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11";"Île-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;16.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11";"Île-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;18.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11";"Île-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;16.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11";"Île-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;13.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11";"Île-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;13.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;21.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;16.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;15.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;12.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;13.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;20.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;15.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;15.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;13.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;21.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;16.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;15.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;13.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;28.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;21.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;19.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;16.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;15.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;24.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;18.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;17.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;13.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;11.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;19.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;12.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;22.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;15.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;14.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;27.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;19.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;16.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;13.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;20.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;14.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;14.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;12.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;17.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;19.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;17.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;14.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;12.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"94";"Corse";"i001";"1";"1.2";"";"";"i";"taux_pvt";"total";;;;;18.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"94";"Corse";"i001";"1";"1.2";"";"";"i";"taux_pvt";"moins30";;;;;22.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"94";"Corse";"i001";"1";"1.2";"";"";"i";"taux_pvt";"30_39";;;;;19.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"94";"Corse";"i001";"1";"1.2";"";"";"i";"taux_pvt";"40_49";;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"94";"Corse";"i001";"1";"1.2";"";"";"i";"taux_pvt";"50_59";;;;;16.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"94";"Corse";"i001";"1";"1.2";"";"";"i";"taux_pvt";"60_74";;;;;16.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"94";"Corse";"i001";"1";"1.2";"";"";"i";"taux_pvt";"75plus";;;;;19.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01";"Guadeloupe";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02";"Martinique";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;24.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03";"Guyane";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04";"La Réunion";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"06";"Mayotte";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11";"Île-de-France";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;23.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"24";"Centre-Val de Loire";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;19.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27";"Bourgogne-Franche-Comté";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;19.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28";"Normandie";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;19.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"32";"Hauts-de-France";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;19.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"44";"Grand Est";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;20.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"52";"Pays de la Loire";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;18.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"53";"Bretagne";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;18.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"75";"Nouvelle-Aquitaine";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;19.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"76";"Occitanie";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"84";"Auvergne-Rhône-Alpes";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;20.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"93";"Provence-Alpes-Côte d'Azur";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"94";"Corse";"i002";"1";"1.2";"";"";"i";"intensite_pvt";"";;;;;21.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01";"Guadeloupe";"i003";"1";"1.2";"";"";"i";"nb_dossiers_deposes";"";;;537;492;379;320;422;426;340;300;315;305;287;290;368;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02";"Martinique";"i003";"1";"1.2";"";"";"i";"nb_dossiers_deposes";"";;;463;413;382;360;415;405;446;466;521;539;501;512;552;447;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"03";"Guyane";"i003";"1";"1.2";"";"";"i";"nb_dossiers_deposes";"";;;233;201;212;126;300;215;188;236;206;194;179;185;203;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04";"La Réunion";"i003";"1";"1.2";"";"";"i";"nb_dossiers_deposes";"";;;1330;1176;1204;1101;1295;1157;1216;1281;1187;1301;1435;1153;1240;1151;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"06";"Mayotte";"i003";"1";"1.2";"";"";"i";"nb_dossiers_deposes";"";;;56;37;24;12;17;11;16;5;9;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11";"Île-de-France";"i003";"1";"1.2";"";"";"i";"nb_dossiers_deposes";"";;;18379;16919;18331;15454;20256;22369;24218;25954;29541;32685;32139;33742;37249;36170;35533;30603;30305;29764;30069;29968;25342;22113;20766;25085;;;;;;;;;;;;;;;;;;
